tensor_name	producer_op	consumer_ops	dtype	signedness	scale_name	scale_value_or_summary	zero_point_name	zero_point_value_or_summary	per_tensor_or_per_channel	axis	can_feed_smt_vmadot_directly	correction_required	requant_required	recommended_path	caveat
model.16.m.0.cv1.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.16.m.0.cv1.conv.weight_DequantizeLinear	Conv:/model.16/m.0/cv1/conv/Conv	s8	s8	model.16.m.0.cv1.conv.weight_scale	shape=[16] min=0.000882150896359235 max=0.0045527927577495575 first=[0.0036099294666200876, 0.002195802517235279, 0.002180905546993017, 0.0018852527718991041]	model.16.m.0.cv1.conv.weight_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.16.m.0.cv2.conv.bias	DequantizeLinear:model.16.m.0.cv2.conv.bias_DequantizeLinear	Conv:/model.16/m.0/cv2/conv/Conv	INT32	INT32	model.16.m.0.cv2.conv.bias_quantized_scale	shape=[16] min=0.00011011787864845246 max=0.00036425067810341716 first=[0.00011011787864845246, 0.0001981860987143591, 0.0001337439607596025, 0.0002403528051218018]	model.16.m.0.cv2.conv.bias_quantized_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.16.m.0.cv2.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.16.m.0.cv2.conv.weight_DequantizeLinear	Conv:/model.16/m.0/cv2/conv/Conv	s8	s8	model.16.m.0.cv2.conv.weight_scale	shape=[16] min=0.005549392197281122 max=0.01835641823709011 first=[0.005549392197281122, 0.00998759176582098, 0.006740028969943523, 0.012112583965063095]	model.16.m.0.cv2.conv.weight_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.16.m.0.cv3.conv.bias	DequantizeLinear:model.16.m.0.cv3.conv.bias_DequantizeLinear	Conv:/model.16/m.0/cv3/conv/Conv	INT32	INT32	model.16.m.0.cv3.conv.bias_quantized_scale	shape=[32] min=0.00017841201042756438 max=0.0006414975505322218 first=[0.00039229626418091357, 0.00040013252873905003, 0.00041203573346138, 0.00018921185983344913]	model.16.m.0.cv3.conv.bias_quantized_zero_point	shape=[32] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.16.m.0.cv3.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.16.m.0.cv3.conv.weight_DequantizeLinear	Conv:/model.16/m.0/cv3/conv/Conv	s8	s8	model.16.m.0.cv3.conv.weight_scale	shape=[32] min=0.002300037769600749 max=0.00827000755816698 first=[0.005057374015450478, 0.005158396903425455, 0.0053118495270609856, 0.002439266536384821]	model.16.m.0.cv3.conv.weight_zero_point	shape=[32] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.16.m.0.m.0.cv1.conv.bias	DequantizeLinear:model.16.m.0.m.0.cv1.conv.bias_DequantizeLinear	Conv:/model.16/m.0/m/m.0/cv1/conv/Conv	INT32	INT32	model.16.m.0.m.0.cv1.conv.bias_quantized_scale	shape=[16] min=8.333360165124759e-05 max=0.00016252926434390247 first=[9.738602238940075e-05, 0.00010098635539179668, 0.00016188490553759038, 8.441444515483454e-05]	model.16.m.0.m.0.cv1.conv.bias_quantized_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.16.m.0.m.0.cv1.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.16.m.0.m.0.cv1.conv.weight_DequantizeLinear	Conv:/model.16/m.0/m/m.0/cv1/conv/Conv	s8	s8	model.16.m.0.m.0.cv1.conv.weight_scale	shape=[16] min=0.013747607357800007 max=0.02681257389485836 first=[0.016065845265984535, 0.016659794375300407, 0.0267062745988369, 0.013925914652645588]	model.16.m.0.m.0.cv1.conv.weight_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.16.m.0.m.0.cv2.conv.bias	DequantizeLinear:model.16.m.0.m.0.cv2.conv.bias_DequantizeLinear	Conv:/model.16/m.0/m/m.0/cv2/conv/Conv	INT32	INT32	model.16.m.0.m.0.cv2.conv.bias_quantized_scale	shape=[16] min=2.2771768271923065e-05 max=0.00016913088620640337 first=[0.00010988203575834632, 6.932873657206073e-05, 0.00012401847925502807, 0.00011662450560834259]	model.16.m.0.m.0.cv2.conv.bias_quantized_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.16.m.0.m.0.cv2.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.16.m.0.m.0.cv2.conv.weight_DequantizeLinear	Conv:/model.16/m.0/m/m.0/cv2/conv/Conv	s8	s8	model.16.m.0.m.0.cv2.conv.weight_scale	shape=[16] min=0.0009998198365792632 max=0.007425879593938589 first=[0.004824493080377579, 0.003043955424800515, 0.005445169284939766, 0.005120528861880302]	model.16.m.0.m.0.cv2.conv.weight_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.16.m.0.m.1.cv1.conv.bias	DequantizeLinear:model.16.m.0.m.1.cv1.conv.bias_DequantizeLinear	Conv:/model.16/m.0/m/m.1/cv1/conv/Conv	INT32	INT32	model.16.m.0.m.1.cv1.conv.bias_quantized_scale	shape=[16] min=2.8180762456031516e-05 max=0.00015465325850527734 first=[0.0001027907565003261, 7.070606807246804e-05, 9.082185715669766e-05, 7.188109157141298e-05]	model.16.m.0.m.1.cv1.conv.bias_quantized_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.16.m.0.m.1.cv1.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.16.m.0.m.1.cv1.conv.weight_DequantizeLinear	Conv:/model.16/m.0/m/m.1/cv1/conv/Conv	s8	s8	model.16.m.0.m.1.cv1.conv.weight_scale	shape=[16] min=0.0011162793962284923 max=0.006126031745225191 first=[0.0040716854855418205, 0.002800766145810485, 0.0035975808277726173, 0.002847310621291399]	model.16.m.0.m.1.cv1.conv.weight_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.16.m.0.m.1.cv2.conv.bias	DequantizeLinear:model.16.m.0.m.1.cv2.conv.bias_DequantizeLinear	Conv:/model.16/m.0/m/m.1/cv2/conv/Conv	INT32	INT32	model.16.m.0.m.1.cv2.conv.bias_quantized_scale	shape=[16] min=0.00018770387396216393 max=0.00041143549606204033 first=[0.00030670358682982624, 0.000274687132332474, 0.00024243791995104402, 0.0002678433374967426]	model.16.m.0.m.1.cv2.conv.bias_quantized_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.16.m.0.m.1.cv2.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.16.m.0.m.1.cv2.conv.weight_DequantizeLinear	Conv:/model.16/m.0/m/m.1/cv2/conv/Conv	s8	s8	model.16.m.0.m.1.cv2.conv.weight_scale	shape=[16] min=0.010640964843332767 max=0.023324349895119667 first=[0.01738707907497883, 0.015572060830891132, 0.013743847608566284, 0.015184084884822369]	model.16.m.0.m.1.cv2.conv.weight_zero_point	shape=[16] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.17.conv.bias	DequantizeLinear:model.17.conv.bias_DequantizeLinear	Conv:/model.17/conv/Conv	INT32	INT32	model.17.conv.bias_quantized_scale	shape=[64] min=2.2123153030406684e-05 max=0.00012604304356500506 first=[3.982874841312878e-05, 5.5076834541978315e-05, 7.852800627006218e-05, 7.753368117846549e-05]	model.17.conv.bias_quantized_zero_point	shape=[64] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.17.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.17.conv.weight_DequantizeLinear	Conv:/model.17/conv/Conv	s8	s8	model.17.conv.weight_scale	shape=[64] min=0.0010216463124379516 max=0.005820662714540958 first=[0.001839290140196681, 0.0025434461422264576, 0.003626420395448804, 0.0035805022343993187]	model.17.conv.weight_zero_point	shape=[64] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.19.cv1.conv.bias	DequantizeLinear:model.19.cv1.conv.bias_DequantizeLinear	Conv:/model.19/cv1/conv/Conv	INT32	INT32	model.19.cv1.conv.bias_quantized_scale	shape=[128] min=7.497078331653029e-05 max=0.00030557563877664506 first=[0.00019352076924405992, 0.00014115050726104528, 0.00015409172920044512, 0.00022379141591954976]	model.19.cv1.conv.bias_quantized_zero_point	shape=[128] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.19.cv1.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.19.cv1.conv.weight_DequantizeLinear	Conv:/model.19/cv1/conv/Conv	s8	s8	model.19.cv1.conv.weight_scale	shape=[128] min=0.002593589946627617 max=0.010571290738880634 first=[0.006694788578897715, 0.004883056040853262, 0.0053307535126805305, 0.007741991430521011]	model.19.cv1.conv.weight_zero_point	shape=[128] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.19.cv2.conv.bias	DequantizeLinear:model.19.cv2.conv.bias_DequantizeLinear	Conv:/model.19/cv2/conv/Conv	INT32	INT32	model.19.cv2.conv.bias_quantized_scale	shape=[128] min=2.564816350059118e-05 max=0.001372497295960784 first=[0.0001461895735701546, 0.0002908312017098069, 0.00017498969100415707, 0.00013249051698949188]	model.19.cv2.conv.bias_quantized_zero_point	shape=[128] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.19.cv2.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.19.cv2.conv.weight_DequantizeLinear	Conv:/model.19/cv2/conv/Conv	s8	s8	model.19.cv2.conv.weight_scale	shape=[128] min=0.00039344371180050075 max=0.021054156124591827 first=[0.0022425532806664705, 0.00446136062964797, 0.0026843480300158262, 0.0020324091892689466]	model.19.cv2.conv.weight_zero_point	shape=[128] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.19.m.0.cv1.conv.bias	DequantizeLinear:model.19.m.0.cv1.conv.bias_DequantizeLinear	Conv:/model.19/m.0/cv1/conv/Conv	INT32	INT32	model.19.m.0.cv1.conv.bias_quantized_scale	shape=[32] min=1.77298625203548e-05 max=0.00012122859334340319 first=[1.77298625203548e-05, 6.077421858208254e-05, 4.3311862100381404e-05, 3.6043828004039824e-05]	model.19.m.0.cv1.conv.bias_quantized_zero_point	shape=[32] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.19.m.0.cv1.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.19.m.0.cv1.conv.weight_DequantizeLinear	Conv:/model.19/m.0/cv1/conv/Conv	s8	s8	model.19.m.0.cv1.conv.weight_scale	shape=[32] min=0.0005922439158894122 max=0.004049489740282297 first=[0.0005922439158894122, 0.002030086936429143, 0.00144677865318954, 0.0012039990397170186]	model.19.m.0.cv1.conv.weight_zero_point	shape=[32] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.19.m.0.cv2.conv.bias	DequantizeLinear:model.19.m.0.cv2.conv.bias_DequantizeLinear	Conv:/model.19/m.0/cv2/conv/Conv	INT32	INT32	model.19.m.0.cv2.conv.bias_quantized_scale	shape=[32] min=0.0001002427379717119 max=0.0003331420593895018 first=[0.00021378780365921557, 0.00015181134222075343, 0.00021167971135582775, 0.00023856887128204107]	model.19.m.0.cv2.conv.bias_quantized_zero_point	shape=[32] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.19.m.0.cv2.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.19.m.0.cv2.conv.weight_DequantizeLinear	Conv:/model.19/m.0/cv2/conv/Conv	s8	s8	model.19.m.0.cv2.conv.weight_scale	shape=[32] min=0.00334848347119987 max=0.011128194630146027 first=[0.007141314912587404, 0.005071068182587624, 0.007070896681398153, 0.00796909537166357]	model.19.m.0.cv2.conv.weight_zero_point	shape=[32] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.19.m.0.cv3.conv.bias	DequantizeLinear:model.19.m.0.cv3.conv.bias_DequantizeLinear	Conv:/model.19/m.0/cv3/conv/Conv	INT32	INT32	model.19.m.0.cv3.conv.bias_quantized_scale	shape=[64] min=0.00024979704176075757 max=0.0017722895136103034 first=[0.0002754635352175683, 0.0006354743964038789, 0.00043156425817869604, 0.0007896344759501517]	model.19.m.0.cv3.conv.bias_quantized_zero_point	shape=[64] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.19.m.0.cv3.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.19.m.0.cv3.conv.weight_DequantizeLinear	Conv:/model.19/m.0/cv3/conv/Conv	s8	s8	model.19.m.0.cv3.conv.weight_scale	shape=[64] min=0.0020739599131047726 max=0.014714576303958893 first=[0.0022870581597089767, 0.005276077426970005, 0.0035830968990921974, 0.006556003820151091]	model.19.m.0.cv3.conv.weight_zero_point	shape=[64] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.19.m.0.m.0.cv1.conv.bias	DequantizeLinear:model.19.m.0.m.0.cv1.conv.bias_DequantizeLinear	Conv:/model.19/m.0/m/m.0/cv1/conv/Conv	INT32	INT32	model.19.m.0.m.0.cv1.conv.bias_quantized_scale	shape=[32] min=5.586396582657471e-05 max=0.0002356227778363973 first=[9.954495180863887e-05, 0.0001301815646002069, 5.586396582657471e-05, 0.00016425286594312638]	model.19.m.0.m.0.cv1.conv.bias_quantized_zero_point	shape=[32] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.19.m.0.m.0.cv1.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.19.m.0.m.0.cv1.conv.weight_DequantizeLinear	Conv:/model.19/m.0/m/m.0/cv1/conv/Conv	s8	s8	model.19.m.0.m.0.cv1.conv.weight_scale	shape=[32] min=0.005622870288789272 max=0.023716116324067116 first=[0.010019488632678986, 0.013103152625262737, 0.005622870288789272, 0.016532527282834053]	model.19.m.0.m.0.cv1.conv.weight_zero_point	shape=[32] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.19.m.0.m.0.cv2.conv.bias	DequantizeLinear:model.19.m.0.m.0.cv2.conv.bias_DequantizeLinear	Conv:/model.19/m.0/m/m.0/cv2/conv/Conv	INT32	INT32	model.19.m.0.m.0.cv2.conv.bias_quantized_scale	shape=[32] min=2.693543501663953e-05 max=0.00019923991931136698 first=[0.00016856611182447523, 0.00010385776113253087, 0.00015436539251822978, 0.00015111970424186438]	model.19.m.0.m.0.cv2.conv.bias_quantized_zero_point	shape=[32] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	no	dtype_or_layout_check	after_accumulator_if_consumed_by_int8_op	subtract_zero_point_or_future_symmetric_requant	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
model.19.m.0.m.0.cv2.conv.weight_DequantizeLinear_Output	DequantizeLinear:model.19.m.0.m.0.cv2.conv.weight_DequantizeLinear	Conv:/model.19/m.0/m/m.0/cv2/conv/Conv	s8	s8	model.19.m.0.m.0.cv2.conv.weight_scale	shape=[32] min=0.0012032202212139964 max=0.008900153450667858 first=[0.007529938127845526, 0.004639381542801857, 0.006895584054291248, 0.00675059761852026]	model.19.m.0.m.0.cv2.conv.weight_zero_point	shape=[32] min=0 max=0 first=[0, 0, 0, 0]	per_channel_or_vector	0	yes	none	after_accumulator_if_consumed_by_int8_op	direct_s8_candidate	Stage0 raw audit from chosen model; refine producer tensor semantics in Stage1 converter.
