surface	repeat	run	wall_us	process_cpu_us
stage50_final_model5	4	58	4873.64	18938.2
stage50_final_model5	4	59	4787.76	18608.8
stage50_final_model5	4	60	4751.63	18422.9
stage50_final_model5	4	61	4790.63	18670.1
stage50_final_model5	4	62	4871.76	18884.6
stage50_final_model5	4	63	4782.88	18704.0
stage50_final_model5	4	64	4797.8	18506.1
stage50_final_model5	4	65	4730.79	18421.0
stage50_final_model5	4	66	4793.17	18734.8
stage50_final_model5	4	67	4818.3	18735.7
stage50_final_model5	4	68	4897.43	19031.4
stage50_final_model5	4	69	4828.43	18698.9
stage50_final_model5	4	70	4733.46	18573.8
stage50_final_model5	4	71	4899.18	18968.8
stage50_final_model5	4	72	4735.59	18495.3
stage50_final_model5	4	73	4785.26	18699.8
stage50_final_model5	4	74	4752.34	18456.1
stage50_final_model5	4	75	4806.55	18610.5
stage50_final_model5	4	76	4782.42	18375.5
stage50_final_model5	4	77	4828.05	18821.0
stage50_final_model5	4	78	4855.55	18951.3
stage50_final_model5	4	79	4753.59	18474.2
stage50_final_model5	4	80	4817.93	18714.0
stage50_final_model5	4	81	4862.51	18956.7
stage50_final_model5	4	82	4826.93	18697.0
stage50_final_model5	4	83	4795.76	18627.8
stage50_final_model5	4	84	4792.67	18698.5
stage50_final_model5	4	85	4878.1	18895.2
stage50_final_model5	4	86	4845.3	18792.3
stage50_final_model5	4	87	4871.89	19029.1
stage50_final_model5	4	88	4779.26	18548.6
stage50_final_model5	4	89	4821.01	18690.2
stage50_final_model5	4	90	4821.55	18737.0
stage50_final_model5	4	91	4752.42	18398.1
stage50_final_model5	4	92	4828.84	18691.5
stage50_final_model5	4	93	4768.88	18616.2
stage50_final_model5	4	94	4930.48	19130.4
stage50_final_model5	4	95	4841.22	18766.9
stage50_final_model5	4	96	4794.05	18638.9
stage50_final_model5	4	97	4748.67	18528.7
stage50_final_model5	4	98	4831.84	18800.0
stage50_final_model5	4	99	5033.28	18879.1
stage50_final_model4final_model8	0	0	27253.2	102643.0
stage50_final_model4final_model8	0	1	27173.5	102661.0
stage50_final_model4final_model8	0	2	27074.7	102224.0
stage50_final_model4final_model8	0	3	27186.1	102549.0
stage50_final_model4final_model8	0	4	27315.5	102856.0
stage50_final_model4final_model8	0	5	27110.1	102474.0
stage50_final_model4final_model8	0	6	27326.3	102733.0
stage50_final_model4final_model8	0	7	27385.9	103250.0
stage50_final_model4final_model8	0	8	27162.6	102551.0
stage50_final_model4final_model8	0	9	27180.1	102650.0
stage50_final_model4final_model8	0	10	27204.4	102746.0
stage50_final_model4final_model8	0	11	27214.4	102486.0
stage50_final_model4final_model8	0	12	27084.2	102431.0
stage50_final_model4final_model8	0	13	27120.6	102632.0
stage50_final_model4final_model8	0	14	27281.3	102864.0
stage50_final_model4final_model8	0	15	27235.1	102834.0
stage50_final_model4final_model8	0	16	27243.4	102529.0
stage50_final_model4final_model8	0	17	27187.8	102738.0
stage50_final_model4final_model8	0	18	27267.3	102919.0
stage50_final_model4final_model8	0	19	27241.7	102841.0
stage50_final_model4final_model8	0	20	27220.6	102711.0
stage50_final_model4final_model8	0	21	29911.9	105745.0
stage50_final_model4final_model8	0	22	27158.7	102552.0
stage50_final_model4final_model8	0	23	27148.7	102472.0
stage50_final_model4final_model8	0	24	27129.9	102388.0
stage50_final_model4final_model8	0	25	27303.1	103088.0
stage50_final_model4final_model8	0	26	27203.4	102688.0
stage50_final_model4final_model8	0	27	27216.9	102624.0
stage50_final_model4final_model8	0	28	27281.4	102865.0
stage50_final_model4final_model8	0	29	27190.2	102535.0
stage50_final_model4final_model8	0	30	27133.6	102264.0
