lane	graphwise_rank	op	variable	pyramid	branch	snr	mse	cosine	q_min	q_max	f_min	f_max	f_histogram	snr_high_error	cosine_significant_deviation	source_report
B4	335	/model.16/Concat[Concat]	/model.16/Concat_output_0			0.0207	0.0207	0.9896	-0.264	7.129	-0.278	7.433	10453,3975,3522,3276,3029,2823,2199,1630,1281,958,639,395,254,134,91,55,31,13,11,7,7,5,6,1,5,2,3,5,0,4,1,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	336	/model.8/m.0/cv3/conv/Conv[Conv]	model.8.m.0.cv3.conv.weight[Constant]			0.0001	0.0	1.0	-0.476	0.330	-0.474	0.331	17,0,0,0,0,17,17,17,34,102,68,187,459,765,1360,2193,2992,4335,6069,5916,4556,2312,1275,867,595,255,204,85,68,0,17,34	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	337	/model.8/m.0/cv3/conv/Conv[Conv]	model.8.m.0.cv3.conv.bias[Constant]			0.0	0.0	1.0	-3.612	2.385	-3.612	2.386	238,289,0,0,0,0,323,0,306,935,867,1343,850,1020,1190,714,1258,1649,918,2958,3196,2822,3502,3536,1768,1802,289,1462,510,901,0,170	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	338	/model.8/m.0/cv3/conv/Conv[Conv]	/model.8/m.0/cv3/conv/Conv_output_0			0.0207	0.0442	0.9896	-7.789	6.169	-7.874	7.652	2,1,4,6,18,43,67,165,272,617,1049,1874,3052,4330,5215,5169,4427,3315,2265,1314,719,520,245,74,34,6,6,3,2,1,0,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	339	/model.8/cv2/conv/Conv[Conv]	model.8.cv2.conv.weight[Constant]			0.0001	0.0	1.0	-0.406	0.330	-0.404	0.331	17,0,34,34,68,68,34,68,238,408,476,935,1105,1989,2261,3791,4352,4607,4216,3451,2227,1581,1037,680,442,187,306,85,51,17,34,17	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	340	/model.8/cv2/conv/Conv[Conv]	model.8.cv2.conv.bias[Constant]			0.0	0.0	1.0	-4.011	4.165	-4.007	4.165	187,0,0,0,0,0,153,1258,1207,1581,2771,1751,2414,2992,3621,4131,3213,3009,2210,1139,1377,799,289,0,493,0,0,0,0,0,0,221	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	341	/model.8/cv2/conv/Conv[Conv]	/model.8/cv2/conv/Conv_output_0			0.0206	0.0405	0.9897	-7.034	4.783	-7.054	4.839	2,1,5,8,7,29,55,83,157,318,481,775,1121,1680,2197,2958,3533,3897,3865,3595,3033,2649,1994,993,568,360,212,119,73,34,10,4	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	342	/model.8/m.0/m/m.1/cv1/conv/Conv[Conv]	model.8.m.0.m.1.cv1.conv.weight[Constant]			0.0001	0.0	0.9999	-0.406	0.216	-0.406	0.217	17,0,0,0,0,0,17,0,17,34,17,153,102,153,170,340,782,1581,3349,5661,7412,7072,4454,1819,901,459,170,34,68,17,0,17	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	343	/model.8/m.0/m/m.1/cv1/conv/Conv[Conv]	model.8.m.0.m.1.cv1.conv.bias[Constant]			0.0003	0.0002	0.9999	-0.698	1.799	-0.694	1.804	1105,1700,1122,2346,1003,1445,1734,1105,544,2295,1836,1445,1190,2006,2737,969,0,527,1632,1547,493,595,1241,1105,0,646,1173,0,0,0,0,1275	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	344	/model.8/m.0/m/m.1/cv1/conv/Conv[Conv]	/model.8/m.0/m/m.1/cv1/conv/Conv_output_0			0.0205	0.0407	0.9897	-7.636	5.464	-7.819	5.056	1,0,1,8,4,10,23,43,95,161,262,513,848,1292,1935,2491,3100,3612,4273,4251,3628,3058,2225,1434,750,443,252,70,17,12,2,2	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	345	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv[Conv]	model.23.one2one_cv2.1.2.weight[Constant]	P4	bbox	0.0	0.0	1.0	-0.583	0.873	-0.585	0.876	425,748,493,0,0,0,935,0,0,0,0,0,22865,2941,0,0,0,0,0,0,0,0,0,0,0,0,0,629,850,2703,1003,1224	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	346	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv[Conv]	model.23.one2one_cv2.1.2.bias[Constant]	P4	bbox	0.0	0.0	1.0	1.005	1.936	1.005	1.936	8398,8211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9231,0,0,0,0,0,0,0,0,8976	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	347	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv[Conv]	/model.23/one2one_cv2.1/one2one_cv2.1.2/Conv_output_0	P4	bbox	0.0202	0.2966	0.9905	-0.053	12.001	-0.075	12.785	276,2308,1750,2780,2410,2243,3342,2530,3041,2310,2106,2132,1614,1458,1117,838,712,514,382,278,208,156,118,74,37,28,18,8,8,9,7,4	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	348	/model.13/m.0/Concat[Concat]	/model.13/m.0/Concat_output_0			0.0199	0.0768	0.99	-0.818	9.300	-0.829	9.402	245,7311,5470,2827,2105,1879,1689,1705,1733,1687,1552,1462,1221,922,783,636,482,345,254,162,115,78,49,32,26,10,10,9,7,4,1,5	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	349	/model.16/m.0/cv2/conv/Conv[Conv]	model.16.m.0.cv2.conv.weight[Constant]			0.0	0.0	1.0	-2.340	2.140	-2.331	2.145	85,0,0,0,0,0,0,323,510,595,748,697,2261,2788,3451,3706,5882,4097,2618,2040,1666,1020,663,408,442,119,289,68,187,0,0,153	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	350	/model.16/m.0/cv2/conv/Conv[Conv]	model.16.m.0.cv2.conv.bias[Constant]			0.0	0.0	1.0	-5.448	4.613	-5.449	4.617	2142,0,0,0,0,0,0,2312,0,2006,2193,0,2244,0,0,0,0,2312,0,2261,2414,2074,0,10557,2261,0,0,0,0,0,0,2040	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	351	/model.16/m.0/cv2/conv/Conv[Conv]	/model.16/m.0/cv2/conv/Conv_output_0			0.0197	0.0545	0.9902	-6.238	4.639	-6.291	4.622	3,4,7,19,27,90,162,268,492,839,994,1082,1267,1415,1662,1959,2722,3219,3163,2674,2067,1702,2010,2166,1834,1183,877,636,195,66,9,3	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	352	/model.19/m.0/cv1/act/Mul[Mul]	/model.19/m.0/cv1/act/Mul_output_0			0.0195	0.0014	0.9902	-0.276	1.027	-0.278	1.027	4235,2569,2247,1955,1826,1817,1839,1903,1719,1536,1691,1607,1370,1278,1032,1021,1019,990,853,717,557,371,267,184,94,57,24,18,10,7,2,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	353	/model.8/cv2/act/Mul[Mul]	/model.8/cv2/act/Mul_output_0			0.0194	0.0081	0.9903	-0.289	5.074	-0.278	5.235	17822,4291,2498,2052,1538,1346,1185,971,765,582,405,303,262,193,116,114,84,53,57,29,32,39,47,13,9,3,2,2,0,2,0,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	354	/model.8/m.0/Concat[Concat]	/model.8/m.0/Concat_output_0			0.019	0.066	0.9905	-0.776	12.060	-0.832	12.318	1449,12080,4758,2988,2513,2028,1791,1488,1199,996,804,682,545,375,300,235,207,124,82,66,39,26,12,12,7,3,2,2,0,1,1,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	355	/model.2/cv2/act/Mul[Mul]	/model.2/cv2/act/Mul_output_0			0.019	0.0429	0.9905	-0.277	12.479	-0.278	12.789	15869,3814,2985,2464,3071,1922,1434,1087,623,412,292,261,236,102,69,42,30,25,20,16,8,11,7,4,4,2,1,0,1,3,0,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	356	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv[Conv]	model.23.one2one_cv2.2.2.weight[Constant]	P5	bbox	0.0	0.0	1.0	-0.618	0.872	-0.617	0.875	969,0,612,0,527,0,0,459,527,0,0,0,3264,23154,0,0,0,0,0,0,0,0,0,0,0,0,544,884,680,1530,1173,493	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	357	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv[Conv]	model.23.one2one_cv2.2.2.bias[Constant]	P5	bbox	0.0	0.0	1.0	1.912	2.698	1.912	2.697	8602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8704,0,0,0,8483,0,0,0,0,0,0,0,0,0,0,9027	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	358	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv[Conv]	/model.23/one2one_cv2.2/one2one_cv2.2.2/Conv_output_0	P5	bbox	0.0189	0.483	0.9905	0.000	16.591	-0.026	16.998	1185,1899,2409,2405,2733,2715,2955,2870,2828,2682,1797,1561,1207,1157,801,706,602,507,446,391,318,242,122,99,45,38,20,25,15,19,7,10	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	359	/model.13/m.0/cv2/act/Sigmoid[Sigmoid]	/model.13/m.0/cv2/act/Sigmoid_output_0			0.0186	0.0046	0.9907	0.000	0.995	0.001	0.999	482,767,960,1241,1398,1607,1659,1497,1534,1552,1418,1416,1368,1341,1363,1361,1270,1286,1218,1245,1213,1125,1066,1038,934,805,775,647,486,365,249,130	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	360	/model.6/m.0/cv1/conv/Conv[Conv]	/model.6/Split_output_1			0.0237	0.0086	0.9884	-0.268	4.449	-0.278	5.274	11446,4525,4233,3449,2796,1944,1923,1591,883,764,476,285,205,126,72,38,28,12,3,7,1,2,2,0,2,1,0,1,0,0,0,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	361	/model.6/m.0/cv1/conv/Conv[Conv]	model.6.m.0.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-0.749	0.429	-0.746	0.431	51,0,17,0,0,0,0,34,85,51,204,102,204,527,833,1513,1836,3009,3944,5338,5746,4386,3077,1751,816,646,221,170,119,34,85,17	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	362	/model.6/m.0/cv1/conv/Conv[Conv]	model.6.m.0.cv1.conv.bias[Constant]			0.0	0.0	1.0	-0.486	1.766	-0.490	1.763	1020,0,2210,0,2108,2431,1173,1037,3043,0,0,2091,0,1139,969,1003,1122,0,1224,5202,0,1071,3281,2261,1190,0,0,0,0,0,0,1241	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	363	/model.6/m.0/cv1/conv/Conv[Conv]	/model.6/m.0/cv1/conv/Conv_output_0			0.0184	0.0095	0.9908	-4.693	3.095	-4.527	3.744	3,2,1,2,1,2,7,9,6,27,48,139,310,1227,1741,2233,3260,4670,4998,5141,4642,3957,1590,528,196,42,20,7,3,1,1,2	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	364	/model.19/m.0/cv1/conv/Conv[Conv]	/model.19/Split_output_1			0.0484	0.0167	0.9755	-0.270	5.247	-0.278	5.501	18353,4681,2847,2002,1546,1283,1012,666,529,436,414,317,224,162,117,82,53,32,22,10,10,7,3,1,1,1,1,1,2,0,0,1	0	1	stage65b_r1_b4_split_s8_qdq_report.md
B4	365	/model.19/m.0/cv1/conv/Conv[Conv]	model.19.m.0.cv1.conv.weight[Constant]			0.0	0.0	1.0	-0.335	0.282	-0.333	0.284	17,136,119,0,153,170,187,255,238,425,357,748,1224,1751,2193,4284,4301,5270,4471,3400,1870,1224,493,612,289,204,221,17,0,34,85,68	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	366	/model.19/m.0/cv1/conv/Conv[Conv]	model.19.m.0.cv1.conv.bias[Constant]			0.0	0.0	1.0	-0.955	0.691	-0.955	0.691	2295,1088,2091,1122,0,0,2669,0,0,1105,1020,0,0,935,1003,1122,2210,3383,0,0,1241,0,816,0,0,1173,2278,1139,3247,2890,986,1003	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	367	/model.19/m.0/cv1/conv/Conv[Conv]	/model.19/m.0/cv1/conv/Conv_output_0			0.0183	0.007	0.9908	-3.612	1.539	-3.574	1.733	2,1,3,15,11,17,30,48,72,135,181,262,347,457,661,827,1327,1878,2546,2751,3200,3968,3899,4080,3104,2946,1600,398,45,3,1,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	368	/model.22/m.0/m.0.1/ffn/ffn.0/act/Sigmoid[Sigmoid]	/model.22/m.0/m.0.1/ffn/ffn.0/act/Sigmoid_output_0			0.0181	0.0035	0.9911	0.000	1.000	0.000	1.000	1462,1270,1371,1437,1528,1562,1546,1606,1641,1594,1721,1686,1605,1599,1531,1425,1298,1204,1075,1072,872,821,684,612,544,487,432,320,265,214,165,167	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	369	/model.4/cv2/conv/Conv[Conv]	model.4.cv2.conv.weight[Constant]			0.0001	0.0	1.0	-1.123	0.847	-1.127	0.846	17,0,17,0,17,0,34,17,85,255,255,204,459,833,1292,2244,3859,6392,7293,4318,2856,1870,935,714,255,255,153,136,34,0,0,17	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	370	/model.4/cv2/conv/Conv[Conv]	model.4.cv2.conv.bias[Constant]			0.0	0.0	1.0	-4.653	4.835	-4.653	4.837	323,0,0,0,204,0,0,255,765,1088,1190,544,2584,1989,1496,3009,3043,2057,3145,2958,1241,1139,1394,1921,1904,1292,272,187,374,255,0,187	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	371	/model.4/cv2/conv/Conv[Conv]	/model.4/cv2/conv/Conv_output_0			0.0179	0.0289	0.991	-6.470	3.525	-6.760	3.698	1,1,3,4,4,12,24,51,64,94,212,403,583,1061,1761,2886,4365,4894,5031,3755,3169,2700,1538,1204,604,241,100,25,13,7,2,4	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	372	/model.6/m.0/cv1/act/Mul[Mul]	/model.6/m.0/cv1/act/Mul_output_0			0.0179	0.004	0.9912	-0.281	2.878	-0.278	3.211	5369,3478,4083,3132,3659,2653,2742,2518,1942,1931,1255,804,449,290,200,107,83,46,27,19,11,1,2,3,4,1,4,1,0,0,1,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	373	/model.20/act/Sigmoid[Sigmoid]	/model.20/act/Sigmoid_output_0			0.0177	0.0037	0.9911	0.000	0.987	0.001	0.994	365,697,1020,1253,1362,1563,1620,1736,1793,1776,1905,1918,1865,1743,1642,1536,1416,1334,1190,1089,1024,893,766,718,618,531,416,400,266,175,100,86	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	374	/model.6/cv1/conv/Conv[Conv]	model.6.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-0.999	0.844	-0.996	0.843	34,0,17,0,0,17,34,34,85,68,221,459,578,1309,2346,4301,6222,7344,5236,3145,1343,935,476,153,85,85,187,85,0,0,0,17	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	375	/model.6/cv1/conv/Conv[Conv]	model.6.cv1.conv.bias[Constant]			0.0	0.0	1.0	-4.132	4.535	-4.134	4.535	357,340,0,85,0,306,306,510,442,0,1156,2329,2584,2584,1479,1105,4505,884,1751,1972,1139,1887,1955,2448,1462,799,1088,510,323,0,340,170	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	376	/model.6/cv1/conv/Conv[Conv]	/model.6/cv1/conv/Conv_output_0			0.0176	0.0207	0.9912	-7.223	4.565	-7.116	5.462	1,2,0,4,7,16,17,27,65,88,169,300,494,956,1701,2827,3870,4429,5026,4821,4220,3410,1518,548,199,76,17,3,2,1,0,2	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	377	/model.16/cv1/conv/Conv[Conv]	model.16.cv1.conv.weight[Constant]			0.0001	0.0	0.9999	-0.705	0.543	-0.703	0.544	17,0,34,34,17,0,34,119,68,85,187,187,510,884,1292,2482,4471,7276,7106,4811,2584,1156,714,255,289,102,51,0,17,17,0,17	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	378	/model.16/cv1/conv/Conv[Conv]	model.16.cv1.conv.bias[Constant]			0.0	0.0	1.0	-1.315	2.627	-1.312	2.626	493,425,646,2380,1071,1547,1003,1530,2125,1547,629,561,1768,969,1241,1513,612,1088,1122,1955,1326,1938,1564,1173,952,1547,374,0,0,612,408,697	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	379	/model.16/cv1/conv/Conv[Conv]	/model.16/cv1/conv/Conv_output_0			0.0175	0.0244	0.9912	-4.317	4.011	-4.349	4.483	1,1,1,3,7,14,42,80,213,296,614,1051,1425,1775,2059,2454,2871,3346,3654,3870,3862,3013,1874,1126,576,334,156,64,24,8,0,2	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	380	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv[Conv]	model.23.one2one_cv3.0.1.0.conv.weight[Constant]	P3	confidence	0.0007	0.0013	0.9997	-12.801	8.899	-12.786	8.908	17,0,0,0,119,0,17,0,51,0,85,289,85,119,136,493,1207,2210,14637,12121,1683,884,119,34,119,0,51,51,68,136,34,51	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	381	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv[Conv]	model.23.one2one_cv3.0.1.0.conv.bias[Constant]	P3	confidence	0.0	0.0	1.0	-3.993	3.747	-3.993	3.744	595,0,0,425,0,0,306,0,0,561,0,0,0,612,1275,2261,2312,1734,2550,2822,3230,1411,2397,1717,867,2125,867,1190,799,1717,1241,1802	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	382	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv[Conv]	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/conv/Conv_output_0	P3	confidence	0.0169	0.0508	0.9916	-5.622	8.537	-14.252	8.682	1,0,0,0,0,0,0,0,1,0,1,4,1,6,126,265,214,695,1382,3339,4446,7783,10514,4503,1311,170,35,12,2,2,1,2	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	383	/model.8/m.0/m/m.1/cv2/conv/Conv[Conv]	model.8.m.0.m.1.cv2.conv.weight[Constant]			0.0002	0.0	0.9999	-0.398	0.579	-0.399	0.581	17,34,34,0,85,119,340,408,765,1649,2856,4539,6443,6681,4590,2890,1581,782,510,170,119,51,68,0,17,0,0,34,17,0,0,17	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	384	/model.8/m.0/m/m.1/cv2/conv/Conv[Conv]	model.8.m.0.m.1.cv2.conv.bias[Constant]			0.0	0.0	1.0	-0.875	7.969	-0.875	7.969	510,476,0,3077,3026,544,2771,3111,3485,4862,2499,2703,1836,1156,1666,544,0,1003,544,0,0,0,459,0,0,0,0,0,0,0,0,544	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	385	/model.8/m.0/m/m.1/cv2/conv/Conv[Conv]	/model.8/m.0/m/m.1/cv2/conv/Conv_output_0			0.0169	0.0797	0.9915	-10.025	13.746	-12.019	13.485	1,0,2,5,5,16,41,68,125,173,372,748,1264,2151,3529,5715,6989,5991,3710,2051,985,515,195,101,38,17,5,0,2,1,0,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	386	/model.9/cv2/conv/Conv[Conv]	model.9.cv2.conv.weight[Constant]			0.0002	0.0	0.9999	-0.178	0.474	-0.177	0.476	85,51,136,221,714,867,2431,5389,11135,7769,2890,1547,663,459,119,119,68,68,17,0,17,0,0,0,34,0,0,0,0,0,0,17	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	387	/model.9/cv2/conv/Conv[Conv]	model.9.cv2.conv.bias[Constant]			0.0	0.0	1.0	-6.564	6.211	-6.563	6.213	340,340,0,0,544,204,629,1462,629,1122,2601,2941,2924,3774,3468,3264,2448,1734,1751,1292,1343,646,119,357,306,0,221,102,136,0,0,119	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	388	/model.9/cv2/conv/Conv[Conv]	/model.9/cv2/conv/Conv_output_0			0.0166	0.0582	0.9917	-8.858	7.369	-10.179	7.508	3,1,4,5,6,24,50,89,139,253,472,817,1583,2573,4006,5531,6455,5804,3502,1817,862,473,251,75,8,7,0,1,2,0,2,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	389	/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Mul[Mul]	/model.23/one2one_cv2.0/one2one_cv2.0.0/act/Mul_output_0	P3	bbox	0.0166	0.2657	0.9918	-0.293	14.642	-0.278	14.845	6293,2236,1923,1875,1788,1813,2170,2296,2154,1989,1629,1422,1453,1428,1237,970,652,429,353,262,163,110,58,50,34,11,6,5,2,1,1,3	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	390	/model.13/m.0/m/m.1/cv2/act/Mul[Mul]	/model.13/m.0/m/m.1/cv2/act/Mul_output_0			0.0165	0.0751	0.9917	-0.282	8.414	-0.278	8.264	3686,1478,1340,1686,2192,2605,2912,2956,3013,2862,2449,2091,1640,1186,821,589,360,282,194,144,95,72,53,35,19,16,12,9,6,6,3,4	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	391	/model.8/m.0/m/m.1/cv2/act/Mul[Mul]	/model.8/m.0/m/m.1/cv2/act/Mul_output_0			0.0161	0.0528	0.9919	-0.298	9.942	-0.278	10.116	10434,3474,3097,2814,2625,2285,1983,1731,1362,1223,900,645,510,384,306,247,232,184,116,79,53,40,28,26,15,7,6,4,1,2,2,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	392	/model.10/cv2/act/Sigmoid[Sigmoid]	/model.10/cv2/act/Sigmoid_output_0			0.016	0.0025	0.992	0.000	0.984	0.000	0.996	1622,2086,2104,2001,1927,1867,1752,1704,1640,1627,1465,1472,1444,1327,1280,1205,1101,1007,1008,884,840,740,666,596,500,355,238,160,101,63,17,17	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	393	/model.6/cv1/act/Mul[Mul]	/model.6/cv1/act/Mul_output_0			0.0159	0.0066	0.992	-0.268	4.315	-0.278	4.367	11635,4151,3077,2804,2276,1895,1590,1525,1679,1140,870,687,417,314,226,165,135,76,55,33,23,13,14,5,5,2,2,1,0,0,0,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	394	/model.6/m.0/m/m.1/cv1/conv/Conv[Conv]	model.6.m.0.m.1.cv1.conv.weight[Constant]			0.0001	0.0	0.9999	-0.886	0.464	-0.883	0.465	17,0,0,0,0,0,17,0,17,17,34,51,85,85,153,289,306,1258,2499,5525,8024,7939,4879,1802,833,527,255,85,51,17,17,34	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	395	/model.6/m.0/m/m.1/cv1/conv/Conv[Conv]	model.6.m.0.m.1.cv1.conv.bias[Constant]			0.0	0.0	1.0	-2.066	2.092	-2.070	2.094	1292,1173,0,0,0,0,0,0,0,0,1003,952,0,2856,0,2448,1037,3519,4420,0,0,4505,3128,2380,952,0,1105,2227,0,986,0,833	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	396	/model.6/m.0/m/m.1/cv1/conv/Conv[Conv]	/model.6/m.0/m/m.1/cv1/conv/Conv_output_0			0.0159	0.0204	0.9921	-5.149	4.277	-5.633	4.941	3,1,3,6,20,42,81,161,293,584,1048,1696,2676,3577,3825,3481,3247,3646,3890,3191,2034,858,274,104,40,13,8,5,5,3,0,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	397	/model.8/m.0/cv2/act/Sigmoid[Sigmoid]	/model.8/m.0/cv2/act/Sigmoid_output_0			0.0159	0.0041	0.992	0.000	1.000	0.000	1.000	489,832,864,1297,1124,1246,1440,1480,1590,1735,1760,1715,1650,1439,1415,1303,1317,1229,1244,1060,959,978,783,867,804,766,658,663,635,555,540,379	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	398	/model.6/m.0/m/m.0/cv2/act/Mul[Mul]	/model.6/m.0/m/m.0/cv2/act/Mul_output_0			0.0158	0.0034	0.992	-0.283	3.262	-0.278	3.708	10347,4005,3753,3230,2748,2571,2171,1687,1388,1126,698,392,268,159,97,46,30,33,18,9,18,8,2,2,4,1,2,0,1,1,0,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	399	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Mul[Mul]	/model.23/one2one_cv3.1/one2one_cv3.1.0/one2one_cv3.1.0.0/act/Mul_output_0	P4	confidence	0.0157	0.0672	0.9921	-0.261	15.550	-0.278	17.397	7264,3727,5749,6285,5283,2904,1347,1254,300,106,104,160,10,9,9,163,82,39,12,3,1,1,1,0,0,0,2,0,0,0,0,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	400	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Mul[Mul]	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.0/act/Mul_output_0	P3	confidence	0.0157	0.0344	0.9922	-0.232	7.080	-0.278	11.434	6224,3343,3713,4203,5515,4828,2944,1892,1115,692,181,88,42,17,10,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	401	/model.8/m.0/m/m.1/Add[Add]	/model.8/m.0/m/m.1/Add_output_0			0.0155	0.0864	0.9922	-0.805	13.025	-0.834	14.081	3215,4453,4160,3887,3534,3164,2651,2310,1973,1473,1150,856,607,440,353,234,116,89,54,21,37,14,8,2,1,5,3,3,1,1,0,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	402	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/act/Sigmoid[Sigmoid]	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/act/Sigmoid_output_0	P3	confidence	0.0153	0.0075	0.9926	0.000	0.906	0.000	1.000	439,540,613,718,722,780,823,794,840,825,812,816,829,855,800,833,864,894,855,893,895,922,890,968,1073,1072,1251,1379,1490,1863,2518,4950	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	403	/model.13/m.0/m/m.1/cv2/conv/Conv[Conv]	model.13.m.0.m.1.cv2.conv.weight[Constant]			0.0001	0.0	0.9999	-0.843	0.842	-0.840	0.845	17,17,0,0,68,102,221,289,374,425,765,1275,2108,3145,4063,4437,4658,3791,3281,1938,1292,952,442,561,102,187,85,119,34,17,17,34	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	404	/model.13/m.0/m/m.1/cv2/conv/Conv[Conv]	model.13.m.0.m.1.cv2.conv.bias[Constant]			0.0	0.0	1.0	-0.616	3.626	-0.616	3.626	2907,1020,0,0,0,0,0,0,0,0,884,0,1156,1105,1156,969,1139,969,0,2312,2363,5321,1054,1258,2482,0,2312,2992,1156,0,1156,1105	0	0	stage65b_r1_b4_split_s8_qdq_report.md
B4	405	/model.13/m.0/m/m.1/cv2/conv/Conv[Conv]	/model.13/m.0/m/m.1/cv2/conv/Conv_output_0			0.0152	0.0838	0.9924	-9.716	9.638	-10.005	10.417	2,0,1,3,1,9,7,12,17,37,42,135,205,564,1233,1730,2496,4910,7354,7336,5140,2173,879,312,126,49,27,6,6,2,1,1	0	0	stage65b_r1_b4_split_s8_qdq_report.md
