variance_lane	lane	graphwise_rank	op	variable	pyramid	branch	snr	mse	cosine	q_min	q_max	f_min	f_max	f_histogram	snr_high_error	cosine_significant_deviation	source_report
Vseed	VSEED	67	/model.19/m.0/cv2/act/Mul[Mul]	/model.19/m.0/cv2/act/Mul_output_0			0.0423	0.0229	0.9788	-0.267	5.549	-0.278	6.343	15309,5476,3566,2587,1864,1504,1077,821,636,540,354,284,190,146,99,82,56,53,38,31,29,16,17,14,11,6,2,4,2,1,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	68	/model.19/m.0/m/m.1/cv1/act/Mul[Mul]	/model.19/m.0/m/m.1/cv1/act/Mul_output_0			0.0401	0.0079	0.9799	-0.270	4.588	-0.278	6.473	20423,5872,3010,1969,1232,774,509,346,236,127,74,69,47,39,30,32,9,4,5,3,4,0,0,0,1,0,0,0,0,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	69	/model.22/m.0/m.0.1/attn/pe/conv/Conv[Conv]	/model.22/m.0/m.0.1/attn/Reshape_2_output_0			0.0293	0.0231	0.9853	-6.820	6.641	-6.424	7.733	5,2,4,12,18,21,59,99,196,344,659,1029,2205,5637,12614,6574,2360,1288,795,424,222,106,57,30,22,14,11,2,3,1,2,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	70	/model.22/m.0/m.0.1/attn/pe/conv/Conv[Conv]	model.22.m.0.1.attn.pe.conv.weight[Constant]			0.0	0.0001	1.0	-10.114	7.473	-10.074	7.503	17,0,0,68,102,51,0,17,153,119,255,238,357,578,799,1003,2074,5457,17374,2652,1258,867,221,425,187,68,68,119,85,51,51,102	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	71	/model.22/m.0/m.0.1/attn/pe/conv/Conv[Conv]	model.22.m.0.1.attn.pe.conv.bias[Constant]			0.0	0.0	1.0	-1.431	3.418	-1.431	3.418	612,0,986,272,221,340,850,2363,2499,18921,3570,1258,1054,1020,0,0,0,306,0,0,0,0,357,0,0,0,0,0,0,0,0,187	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	72	/model.22/m.0/m.0.1/attn/pe/conv/Conv[Conv]	/model.22/m.0/m.0.1/attn/pe/conv/Conv_output_0			0.0397	0.0352	0.9802	-7.627	7.932	-8.270	9.429	3,0,0,1,3,8,14,20,80,168,325,914,2033,4914,9644,9246,4293,1994,687,263,110,51,21,17,1,0,1,1,1,2,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	73	/model.8/m.0/cv2/act/Mul[Mul]	/model.8/m.0/cv2/act/Mul_output_0			0.0397	0.0266	0.9801	-0.289	8.304	-0.278	9.838	22110,4222,2399,1654,1201,856,613,522,375,260,174,124,111,61,46,29,20,14,9,8,2,1,0,1,0,0,3,0,0,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	74	/model.8/m.0/cv2/conv/Conv[Conv]	model.8.m.0.cv2.conv.weight[Constant]			0.0001	0.0	1.0	-1.182	1.056	-1.177	1.061	34,0,0,17,0,17,68,136,357,425,697,1530,1989,2975,3604,3859,4301,3689,3553,2227,1785,1241,782,442,493,102,204,102,153,17,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	75	/model.8/m.0/cv2/conv/Conv[Conv]	model.8.m.0.cv2.conv.bias[Constant]			0.0	0.0	1.0	-2.015	3.101	-2.015	3.101	731,0,1581,357,459,1139,1479,0,1666,1683,2499,3315,2703,1768,2125,2788,4522,0,1581,0,2873,629,0,0,0,0,493,0,0,0,0,425	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	76	/model.8/m.0/cv2/conv/Conv[Conv]	/model.8/m.0/cv2/conv/Conv_output_0			0.0395	0.0803	0.9802	-8.244	8.450	-8.891	9.336	1,1,2,2,6,19,39,92,158,365,780,1431,2703,4891,6822,6325,4466,2824,1727,1041,577,265,151,63,30,17,8,3,1,4,1,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	77	/model.22/cv1/conv/Conv[Conv]	model.22.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-0.890	0.819	-0.888	0.819	17,0,51,51,68,85,68,170,289,204,289,476,1139,1700,2754,4692,9673,5627,2907,1785,952,765,408,272,136,119,68,0,17,0,17,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	78	/model.22/cv1/conv/Conv[Conv]	model.22.cv1.conv.bias[Constant]			0.0	0.0	1.0	-3.151	2.102	-3.142	2.102	289,306,170,425,102,323,527,1734,1989,1496,2567,2907,2448,2465,1785,3145,1700,1802,1309,1666,1258,1224,561,935,459,255,578,85,136,0,0,170	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	79	/model.22/cv1/conv/Conv[Conv]	/model.22/cv1/conv/Conv_output_0			0.0395	0.0788	0.9802	-8.222	7.315	-7.899	10.113	1,3,4,16,18,54,138,282,654,1529,3296,5462,6472,6191,4498,3024,1696,842,315,161,86,33,16,6,7,3,4,4,0,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	80	/model.22/cv2/act/Mul[Mul]	/model.22/cv2/act/Mul_output_0			0.0394	0.0267	0.9802	-0.279	11.534	-0.278	11.766	26406,3494,1454,868,626,475,393,287,228,133,113,102,54,48,29,35,20,14,5,8,4,10,2,2,1,1,2,0,0,1,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	81	/model.10/m/m.0/attn/pe/conv/Conv[Conv]	/model.10/m/m.0/attn/Reshape_2_output_0			0.0442	0.1003	0.9779	-7.987	7.468	-7.813	7.538	4,2,9,20,32,52,87,191,295,449,699,1116,1537,2469,3562,5270,6360,4102,2973,2068,1435,849,512,329,175,93,65,32,15,8,4,2	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	82	/model.10/m/m.0/attn/pe/conv/Conv[Conv]	model.10.m.0.attn.pe.conv.weight[Constant]			0.0	0.0	1.0	-2.324	2.115	-2.315	2.121	85,17,34,0,0,0,0,51,17,0,51,578,1734,340,1938,1666,24191,2686,306,442,255,119,68,68,34,0,0,17,0,17,0,102	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	83	/model.10/m/m.0/attn/pe/conv/Conv[Conv]	model.10.m.0.attn.pe.conv.bias[Constant]			0.0	0.0	1.0	-1.146	0.426	-1.146	0.426	170,0,0,0,0,0,0,0,0,289,0,0,0,323,0,0,289,204,918,935,1292,3553,5083,13328,4726,2533,442,0,408,0,0,323	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	84	/model.10/m/m.0/attn/pe/conv/Conv[Conv]	/model.10/m/m.0/attn/pe/conv/Conv_output_0			0.0392	0.0253	0.9804	-4.826	5.257	-4.910	5.484	2,5,17,13,41,63,74,148,236,405,681,1233,2282,4425,7356,7669,4683,2475,1307,711,413,215,144,98,48,28,18,11,6,6,1,2	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	85	/model.23/one2one_cv2.0/one2one_cv2.0.1/conv/Conv[Conv]	model.23.one2one_cv2.0.1.conv.weight[Constant]	P3	bbox	0.0004	0.0	0.9998	-0.909	0.490	-0.905	0.491	34,0,0,0,0,0,0,0,0,34,0,0,0,51,51,0,34,34,289,799,28611,4148,493,119,17,17,0,0,34,34,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	86	/model.23/one2one_cv2.0/one2one_cv2.0.1/conv/Conv[Conv]	model.23.one2one_cv2.0.1.conv.bias[Constant]	P3	bbox	0.0	0.0	1.0	-3.214	1.824	-3.214	1.827	2006,0,2686,0,2244,0,0,0,0,2006,0,0,0,0,0,0,0,2227,2125,2125,2108,0,2091,0,8602,0,2448,0,2125,0,0,2023	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	87	/model.23/one2one_cv2.0/one2one_cv2.0.1/conv/Conv[Conv]	/model.23/one2one_cv2.0/one2one_cv2.0.1/conv/Conv_output_0	P3	bbox	0.0389	0.0841	0.9804	-10.003	3.842	-13.590	3.737	2,3,6,10,11,5,2,4,0,11,39,31,22,35,47,73,104,196,193,271,523,1343,2481,3580,5230,5451,4588,5648,3621,1042,216,28	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	88	/model.13/m.0/m/m.0/cv1/act/Mul[Mul]	/model.13/m.0/m/m.0/cv1/act/Mul_output_0			0.0389	0.0057	0.9804	-0.281	5.206	-0.278	8.705	24260,5230,2597,1303,654,361,190,109,45,36,15,7,2,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	89	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv[Conv]	model.23.one2one_cv3.2.0.1.conv.weight[Constant]	P5	confidence	0.0001	0.0	1.0	-0.444	0.603	-0.443	0.605	17,34,119,85,102,102,170,340,816,1003,1615,2448,6358,9622,5780,2312,1479,748,527,612,170,153,102,51,17,17,0,0,0,0,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	90	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv[Conv]	model.23.one2one_cv3.2.0.1.conv.bias[Constant]	P5	confidence	0.0004	0.0007	0.9999	-3.998	3.154	-4.040	3.172	408,0,0,0,0,0,0,459,901,0,578,782,1411,1428,0,697,697,2380,1445,3451,3077,3434,3349,1411,2856,3944,357,0,1003,306,0,442	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	91	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv[Conv]	/model.23/one2one_cv3.2/one2one_cv3.2.0/one2one_cv3.2.0.1/conv/Conv_output_0	P5	confidence	0.0383	0.065	0.9809	-10.048	8.487	-11.034	9.424	2,0,4,7,6,12,14,31,51,63,112,194,349,676,1383,2569,4579,8258,8617,5191,1808,597,189,63,24,11,1,2,2,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	92	/model.9/cv1/conv/Conv[Conv]	model.9.cv1.conv.weight[Constant]			0.0001	0.0	1.0	-0.489	0.764	-0.488	0.767	68,85,85,238,425,680,816,1649,2431,3281,3604,3944,4947,3774,3043,2108,1377,850,527,391,204,119,0,102,34,17,0,0,0,0,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	93	/model.9/cv1/conv/Conv[Conv]	model.9.cv1.conv.bias[Constant]			0.0	0.0	1.0	-3.208	3.944	-3.208	3.944	238,0,0,0,0,527,782,1394,1411,1309,1479,1054,2346,2295,3468,2125,3893,2057,2346,2992,1037,1105,425,680,544,289,731,0,0,0,0,289	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	94	/model.9/cv1/conv/Conv[Conv]	/model.9/cv1/conv/Conv_output_0			0.0381	0.0458	0.9808	-5.311	4.935	-5.212	4.772	1,2,3,11,19,32,70,107,189,399,679,1145,1698,2513,3336,4095,4322,4128,3712,2710,1853,1282,878,600,379,276,179,102,58,20,10,8	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	95	/model.22/m.0/m.0.1/Add_1[Add]	/model.22/m.0/m.0.1/Add_1_output_0			0.0381	0.0655	0.9809	-6.456	9.260	-9.033	9.544	1,0,0,0,0,1,3,11,22,66,179,587,1559,3640,6184,6842,6138,4062,2540,1404,740,430,205,104,42,26,11,9,8,1,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	96	/model.13/m.0/cv2/conv/Conv[Conv]	model.13.m.0.cv2.conv.weight[Constant]			0.0	0.0	1.0	-1.194	1.404	-1.189	1.409	119,68,85,289,289,527,748,952,1309,1887,2295,2397,2652,3162,3281,2652,2720,1785,1649,1938,1394,1156,527,272,272,170,68,68,51,0,0,34	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	97	/model.13/m.0/cv2/conv/Conv[Conv]	model.13.m.0.cv2.conv.bias[Constant]			0.0	0.0	1.0	-3.768	2.460	-3.773	2.458	1139,0,0,0,0,1411,0,1105,0,1037,0,3281,1020,1105,1156,1394,1156,1003,867,4369,1105,1037,2006,1734,3128,1445,986,0,2346,0,0,986	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	98	/model.13/m.0/cv2/conv/Conv[Conv]	/model.13/m.0/cv2/conv/Conv_output_0			0.038	0.0667	0.9808	-6.485	6.417	-7.221	7.120	1,2,4,11,20,44,54,145,280,495,1026,1739,2895,3784,4545,4882,4710,3915,2861,1628,897,477,222,106,34,15,12,6,4,0,1,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	99	/model.11/Resize[Resize]				0.0	0.0	1.0	1.000	1.000	1.000	1.000	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	100	/model.11/Resize[Resize]	PPQ_Variable_7[Constant]			0.0	0.0	1.0	1.000	2.000	1.000	2.000	18054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16762	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	101	/model.11/Resize[Resize]	/model.11/Resize_output_0			0.0375	0.0052	0.9811	-0.273	4.311	-0.278	4.867	21514,5473,2288,1638,1165,744,611,403,295,183,155,93,91,58,37,20,9,13,5,5,3,3,1,1,4,1,1,0,1,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	102	/model.10/m/m.0/Add_1[Add]	/model.10/m/m.0/Add_1_output_0			0.0372	0.0664	0.9813	-4.878	7.374	-4.960	7.311	1,3,3,12,33,73,112,264,625,1179,2143,3224,4297,4481,4341,4068,3330,2332,1716,1036,660,328,232,142,63,49,33,19,8,5,1,3	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	103	/model.10/Concat[Concat]	/model.10/Split_output_0			0.038	0.0263	0.9809	-0.267	7.025	-0.278	7.472	18855,4384,2851,2083,1573,1162,917,640,553,469,303,252,187,146,90,76,64,49,46,40,20,11,17,6,6,6,4,1,0,2,1,2	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	104	/model.10/Concat[Concat]	/model.10/Concat_output_0			0.0371	0.0474	0.9813	-5.125	8.015	-5.317	8.221	4,0,1,5,11,28,61,132,317,683,1227,6119,9615,4635,3714,2848,2048,1314,836,526,314,184,86,45,30,14,13,5,0,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	105	/model.20/conv/Conv[Conv]	model.20.conv.weight[Constant]			0.0002	0.0	0.9999	-0.354	0.308	-0.353	0.308	17,0,0,17,68,34,17,51,68,51,289,255,527,1173,2380,4148,7565,8313,4658,2601,1173,595,323,221,85,68,17,51,17,0,17,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	106	/model.20/conv/Conv[Conv]	model.20.conv.bias[Constant]			0.0	0.0	1.0	-2.536	2.811	-2.527	2.810	782,170,1088,0,527,1887,1020,493,867,1751,2074,1139,2312,3179,1122,2261,3264,1955,2227,612,1428,561,680,408,459,901,748,289,204,0,0,408	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	107	/model.20/conv/Conv[Conv]	/model.20/conv/Conv_output_0			0.0369	0.0562	0.9815	-8.845	4.908	-8.965	5.357	1,0,0,2,4,2,4,7,17,31,64,133,293,525,952,1830,3032,4743,6061,6061,4679,2984,1754,844,426,179,103,43,23,13,2,4	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	108	/model.13/m.0/cv3/act/Mul[Mul]	/model.13/m.0/cv3/act/Mul_output_0			0.0369	0.01	0.9814	-0.272	5.449	-0.278	5.815	17306,5382,3511,2466,1814,1321,964,648,423,299,216,150,82,63,46,26,28,25,11,8,4,8,2,4,0,3,3,1,0,0,0,2	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	109	/model.23/one2one_cv2.0/one2one_cv2.0.1/act/Mul[Mul]	/model.23/one2one_cv2.0/one2one_cv2.0.1/act/Mul_output_0	P3	bbox	0.0366	0.0247	0.9815	-0.280	3.914	-0.278	3.940	10344,4056,2670,1876,1479,1379,1268,1189,1373,1508,1487,1302,1149,924,784,568,396,321,250,148,113,95,59,27,27,10,6,4,1,1,1,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	110	/model.10/m/m.0/attn/qkv/conv/Conv[Conv]	/model.10/Split_output_1			0.0204	0.0207	0.9899	-0.267	7.025	-0.278	7.864	13113,3574,3103,3022,2560,2307,2074,1574,1149,816,546,367,237,148,87,49,32,20,10,14,5,1,3,2,0,0,0,0,2,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	111	/model.10/m/m.0/attn/qkv/conv/Conv[Conv]	model.10.m.0.attn.qkv.conv.weight[Constant]			0.0001	0.0	1.0	-0.631	0.670	-0.628	0.673	34,34,17,68,85,238,187,391,442,680,816,1190,2261,3604,5321,6035,4318,2686,2074,1445,748,612,425,357,272,204,68,68,51,17,17,51	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	112	/model.10/m/m.0/attn/qkv/conv/Conv[Conv]	model.10.m.0.attn.qkv.conv.bias[Constant]			0.0	0.0	1.0	-4.606	13.664	-4.606	13.664	459,323,170,1105,1190,2941,4624,6885,6783,4182,3298,1785,867,68,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	113	/model.10/m/m.0/attn/qkv/conv/Conv[Conv]	/model.10/m/m.0/attn/qkv/conv/Conv_output_0			0.0356	0.0672	0.9822	-7.663	7.403	-7.677	7.538	2,4,5,5,19,39,60,97,186,343,550,1037,1771,2859,4051,5446,5620,4348,3142,2159,1315,858,481,209,106,59,24,11,5,3,1,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	114	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv[Conv]	model.23.one2one_cv3.0.1.1.conv.weight[Constant]	P3	confidence	0.0001	0.0	1.0	-9.672	1.409	-9.696	1.410	17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,51,306,3757,15674,12784,1955,136,68	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	115	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv[Conv]	model.23.one2one_cv3.0.1.1.conv.bias[Constant]	P3	confidence	0.0	0.0002	1.0	-6.900	10.337	-6.893	10.319	391,0,0,0,1139,527,731,850,1666,323,425,4607,2193,765,2907,2159,2686,833,918,2856,2125,748,901,0,1139,425,0,816,1955,0,391,340	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	116	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv[Conv]	/model.23/one2one_cv3.0/one2one_cv3.0.1/one2one_cv3.0.1.1/conv/Conv_output_0	P3	confidence	0.0356	0.2009	0.9821	-9.614	14.323	-17.548	17.990	1,2,1,2,2,2,5,8,3,22,31,75,405,1418,4042,7179,7169,5750,4279,2595,1243,398,126,34,17,4,1,0,0,0,0,2	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	117	/model.2/m.0/cv2/conv/Conv[Conv]	model.2.m.0.cv2.conv.weight[Constant]			0.0002	0.0021	0.9999	-29.726	23.052	-29.822	23.126	34,0,0,0,0,17,0,0,68,85,34,357,187,544,306,1258,3689,10642,11339,3026,1785,391,255,204,204,34,153,34,102,0,0,68	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	118	/model.2/m.0/cv2/conv/Conv[Conv]	model.2.m.0.cv2.conv.bias[Constant]			0.0003	0.0028	0.9998	-6.032	6.941	-6.008	6.954	2210,2159,0,0,0,0,0,0,0,1972,2278,4488,0,1751,2380,2295,6324,0,4386,0,2193,0,0,0,0,0,0,0,0,0,0,2380	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	119	/model.2/m.0/cv2/conv/Conv[Conv]	/model.2/m.0/cv2/conv/Conv_output_0			0.0352	0.5127	0.9823	-9.760	27.328	-38.141	30.259	1,0,1,0,0,1,1,6,9,11,38,64,145,341,741,1479,3332,13632,7289,3533,2230,1024,470,283,108,38,21,9,4,1,1,3	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	120	/model.22/cv2/conv/Conv[Conv]	model.22.cv2.conv.weight[Constant]			0.0003	0.0	0.9999	-0.690	0.562	-0.688	0.560	17,0,0,0,0,0,0,17,17,0,51,34,51,153,629,1734,4216,17714,7412,1683,459,323,102,102,17,34,0,0,17,17,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	121	/model.22/cv2/conv/Conv[Conv]	model.22.cv2.conv.bias[Constant]			0.0006	0.0004	0.9997	-3.879	2.758	-3.878	2.758	102,0,0,170,102,0,136,0,153,221,340,357,255,1071,2822,5100,6120,3927,3094,3400,1802,1309,1819,612,595,68,680,391,136,0,0,34	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	122	/model.22/cv2/conv/Conv[Conv]	/model.22/cv2/conv/Conv_output_0			0.0348	0.0888	0.9825	-10.073	11.406	-18.201	10.703	1,1,1,2,2,1,3,5,6,11,26,34,68,97,176,402,671,1973,6676,12921,7367,2139,1108,611,293,133,50,20,6,5,5,2	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	123	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv[Conv]	model.23.one2one_cv2.1.1.conv.weight[Constant]	P4	bbox	0.0002	0.0	0.9999	-1.013	1.023	-1.009	1.027	68,0,0,0,0,0,17,68,0,17,85,85,17,221,357,28526,4590,408,85,34,68,0,34,0,0,17,0,68,17,0,0,34	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	124	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv[Conv]	model.23.one2one_cv2.1.1.conv.bias[Constant]	P4	bbox	0.0	0.0	1.0	-2.268	1.603	-2.265	1.605	2091,0,4097,0,0,0,0,0,0,0,0,0,4420,0,2244,0,0,0,1921,2210,0,2278,0,0,2074,6596,0,0,2295,0,2295,2295	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	125	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv[Conv]	/model.23/one2one_cv2.1/one2one_cv2.1.1/conv/Conv_output_0	P4	bbox	0.0342	0.0902	0.9828	-8.095	5.908	-8.666	6.139	1,1,4,5,48,73,41,66,69,148,239,344,407,648,772,1179,2953,4222,4357,3475,3195,3122,4012,3239,1397,509,202,51,23,11,1,2	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	126	/model.19/cv1/act/Mul[Mul]	/model.19/cv1/act/Mul_output_0			0.0335	0.0129	0.9831	-0.284	5.178	-0.278	6.193	15842,5382,3706,2728,2033,1437,1034,732,566,397,302,199,144,93,59,49,33,18,7,7,5,5,7,9,3,4,1,5,1,4,1,3	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	127	/model.19/m.0/cv2/conv/Conv[Conv]	model.19.m.0.cv2.conv.weight[Constant]			0.0001	0.0	1.0	-1.419	0.964	-1.413	0.963	51,0,0,17,17,0,119,85,102,357,204,306,578,612,1122,1598,2839,4097,5712,6120,4658,2584,1156,833,527,459,187,68,238,0,85,85	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	128	/model.19/m.0/cv2/conv/Conv[Conv]	model.19.m.0.cv2.conv.bias[Constant]			0.0	0.0	1.0	-2.565	1.784	-2.564	1.786	2159,0,0,0,0,1054,0,0,1173,0,0,3264,2057,0,0,3519,1071,901,2380,935,1836,1258,2023,1190,2159,2482,0,1105,1139,1037,0,2074	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	129	/model.19/m.0/cv2/conv/Conv[Conv]	/model.19/m.0/cv2/conv/Conv_output_0			0.0333	0.0485	0.9833	-7.783	6.040	-7.660	6.105	1,3,0,5,5,7,14,49,73,123,225,379,666,1188,2137,3360,4764,5819,5316,4161,2832,1731,936,452,232,121,63,61,43,36,12,2	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	130	/model.9/cv2/act/Mul[Mul]	/model.9/cv2/act/Mul_output_0			0.0329	0.0043	0.9834	-0.264	6.708	-0.278	6.662	28086,3343,1188,681,416,300,240,152,113,103,65,45,27,17,15,9,2,3,4,1,0,0,3,1,0,0,1,0,0,0,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	131	/model.6/m.0/cv2/act/Mul[Mul]	/model.6/m.0/cv2/act/Mul_output_0			0.0325	0.02	0.9845	-0.271	8.375	-0.278	8.418	18340,4340,3792,2249,1643,1392,914,716,396,332,241,123,73,56,97,25,22,9,8,8,22,5,7,0,0,0,0,1,1,2,1,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	132	/model.17/act/Mul[Mul]	/model.17/act/Mul_output_0			0.0323	0.0065	0.9838	-0.281	3.729	-0.278	3.917	17960,4578,2735,1993,1565,1240,1043,830,711,551,441,307,233,176,107,88,61,46,32,32,33,18,14,7,5,0,3,3,1,1,0,2	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	133	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv[Conv]	model.23.one2one_cv2.2.1.conv.weight[Constant]	P5	bbox	0.0005	0.0	0.9998	-0.645	1.437	-0.647	1.443	34,51,17,85,85,34,102,238,561,26792,5950,391,136,136,34,0,0,68,17,68,0,0,0,0,0,0,0,0,0,0,0,17	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	134	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv[Conv]	model.23.one2one_cv2.2.1.conv.bias[Constant]	P5	bbox	0.0	0.0	1.0	-2.803	2.996	-2.807	2.995	2159,0,0,0,0,0,0,0,0,0,4233,1938,0,0,4726,2023,0,2278,2244,0,0,6477,2431,0,0,0,0,0,0,1938,2499,1870	0	0	stage65b_r2_vseed_split_s8_qdq_report.md
Vseed	VSEED	135	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv[Conv]	/model.23/one2one_cv2.2/one2one_cv2.2.1/conv/Conv_output_0	P5	bbox	0.0318	0.0916	0.984	-5.588	12.721	-5.573	12.927	7,8,23,73,254,496,1129,2865,4838,6287,4580,3632,3427,3461,1889,851,403,187,122,100,46,42,29,22,16,9,9,5,1,4,0,1	0	1	stage65b_r2_vseed_split_s8_qdq_report.md
